Year,Patient County Code,Patient County Name,Rural/Urban,Payer,ER Opioid,ER Visits ,ER Rate Per 1000 ,Inpatient ER Opioid,Inpatient ER Discharges,Inpatient ER Rate Per 1000,Inpatient Non ER Opioid,Inpatient Non ER Discharges,Inpatient Non ER Rate Per 1000 ,Inpatient Total Opioid,Inpatient Total Discharges,Inpatient Total Rate Per 1000 ,ER Inpatient Total Opioid,ER Inpatient Total Discharges ,ER Inpatient Total Rate Per 1000,Opioid Ambulatory Surgery Visits,Ambulatory Surgery Visits,Ambulatory Surgery Rate Per 1000,Outpatient Opioid,Outpatient Visits,Outpatient Rate Per 1000,Other Outpatient Total Opioid, Other Outpatient Total Discharges,Other Outpatient Total Rate Per 1000,Overall Opioid,Overall Discharges,Overall Rate Per 1000
2010,99,Unknown,Urban,Unknown,2,8050,0.248,2,521,3.839,0,718,0,2,1239,1.614,4,9289,0.431,0,19062,0,0,0,0,0,19062,0,4,28351,0.141
2012,25,Madison,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,462,0,0,51,0,0,513,0,0,513,0
2011,26,Monroe,Urban,Unknown,0,190,0,0,0,0,0,0,0,0,0,0,0,190,0,0,15066,0,0,0,0,0,15066,0,0,15256,0
2011,33,Orange,Urban,Unknown,8,10808,0.74,1,366,2.732,0,354,0,1,720,1.389,9,11528,0.781,0,1335,0,0,1394,0,0,2729,0,9,14257,0.631
2015,50,Tompkins,Urban,Unknown,0,4,0,0,0,0,0,4,0,0,4,0,0,8,0,0,8,0,0,10,0,0,18,0,0,26,0
2011,27,Montgomery,Rural,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,0,0,35,0,0,37,0
2014,56,Wyoming,Rural,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,0,9,0,0,10,0
2010,56,Wyoming,Rural,Unknown,0,292,0,0,16,0,0,8,0,0,24,0,0,316,0,0,312,0,0,0,0,0,312,0,0,628,0
2011,30,Oneida,Urban,Unknown,0,3,0,0,1,0,0,0,0,0,1,0,0,4,0,0,3,0,0,7,0,0,10,0,0,14,0
2015,31,Onondaga,Urban,Unknown,0,51,0,1,29,34.483,0,1,0,1,30,33.333,1,81,12.346,0,70,0,0,7,0,0,77,0,1,158,6.329
2015,4,Cattaraugus,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,0,0,2,0,0,5,0,0,5,0
2011,40,St. Lawrence,Rural,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,6,0,0,8,0
2015,37,Putnam,Urban,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,4,0,0,14,0,0,17,0
2014,55,Westchester,Urban,Unknown,0,87,0,0,10,0,0,46,0,0,56,0,0,143,0,0,158,0,0,544,0,0,702,0,0,845,0
2010,37,Putnam,Urban,Unknown,1,3141,0.318,3,312,9.615,0,309,0,3,621,4.831,4,3762,1.063,0,787,0,0,0,0,0,787,0,4,4549,0.879
2010,29,Niagara,Urban,Unknown,0,2686,0,2,451,4.435,0,25,0,2,476,4.202,2,3162,0.633,0,4107,0,0,0,0,0,4107,0,2,7269,0.275
2011,21,Herkimer,Urban,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,41,0,0,42,0,0,43,0
2014,51,Ulster,Urban,Unknown,0,12,0,0,1,0,0,1,0,0,2,0,0,14,0,0,6,0,0,0,0,0,6,0,0,20,0
2012,20,Hamilton,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,0,0,1,0,0,4,0,0,4,0
2015,43,Schoharie,Urban,Unknown,0,1,0,0,1,0,0,2,0,0,3,0,0,4,0,0,0,0,0,1,0,0,1,0,0,5,0
2014,14,Erie,Urban,Unknown,0,14,0,0,1,0,0,2,0,0,3,0,0,17,0,0,803,0,0,107,0,0,910,0,0,927,0
2011,46,Steuben,Rural,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,109,0,0,0,0,0,109,0,0,110,0
2010,2,Allegany,Rural,Unknown,2,2765,0.723,0,25,0,0,19,0,0,44,0,2,2809,0.712,0,875,0,0,0,0,0,875,0,2,3684,0.543
2010,1,Albany,Urban,Unknown,8,8663,0.923,0,72,0,0,31,0,0,103,0,8,8766,0.913,0,2571,0,0,0,0,0,2571,0,8,11337,0.706
2011,59,Kings (Brooklyn),Urban,Unknown,4,6257,0.639,5,403,12.407,0,156,0,5,559,8.945,9,6816,1.32,0,2500,0,0,2096,0,0,4596,0,9,11412,0.789
2013,31,Onondaga,Urban,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5469,0,0,538,0,0,6007,0,0,6009,0
2013,7,Chemung,Urban,Unknown,0,87,0,0,4,0,0,8,0,0,12,0,0,99,0,0,38,0,0,426,0,0,464,0,0,563,0
2010,47,Suffolk,Urban,Unknown,29,41898,0.692,6,1718,3.492,0,1054,0,6,2772,2.165,35,44670,0.784,0,28505,0,0,0,0,0,28505,0,35,73175,0.478
2014,30,Oneida,Urban,Unknown,5,4962,1.008,0,292,0,1,1029,0.972,1,1321,0.757,6,6283,0.955,0,1780,0,0,1632,0,0,3412,0,6,9695,0.619
2012,49,Tioga,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,0,0,0,0,0,6,0,0,6,0
2010,39,Rockland,Urban,Unknown,11,17273,0.637,0,117,0,0,792,0,0,909,0,11,18182,0.605,0,4046,0,0,0,0,0,4046,0,11,22228,0.495
2010,30,Oneida,Urban,Unknown,3,8138,0.369,4,796,5.025,0,542,0,4,1338,2.99,7,9476,0.739,0,3986,0,0,0,0,0,3986,0,7,13462,0.52
2011,49,Tioga,Urban,Unknown,0,127,0,0,15,0,0,1,0,0,16,0,0,143,0,0,4,0,0,1,0,0,5,0,0,148,0
2010,60,New York (Manhattan),Urban,Unknown,13,35649,0.365,7,7614,0.919,2,6711,0.298,9,14325,0.628,22,49974,0.44,0,28412,0,0,0,0,0,28412,0,22,78386,0.281
2015,17,Fulton,Rural,Unknown,0,6,0,0,4,0,0,1,0,0,5,0,0,11,0,0,5,0,0,7,0,0,12,0,0,23,0
2013,23,Lewis,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,45,0,0,8,0,0,53,0,0,53,0
2010,62,Richmond (Staten Island),Urban,Unknown,2,3441,0.581,1,386,2.591,0,738,0,1,1124,0.89,3,4565,0.657,0,1985,0,0,0,0,0,1985,0,3,6550,0.458
2010,52,Warren,Urban,Unknown,4,5511,0.726,0,0,0,0,7,0,0,7,0,4,5518,0.725,0,3136,0,0,0,0,0,3136,0,4,8654,0.462
2013,36,Otsego,Rural,Unknown,0,5,0,0,0,0,0,2,0,0,2,0,0,7,0,0,7,0,0,14,0,0,21,0,0,28,0
2013,3,Broome,Urban,Unknown,0,11,0,0,0,0,0,1,0,0,1,0,0,12,0,0,49,0,0,12,0,0,61,0,0,73,0
2010,50,Tompkins,Urban,Unknown,3,7890,0.38,0,8,0,0,34,0,0,42,0,3,7932,0.378,0,2574,0,0,0,0,0,2574,0,3,10506,0.286
2011,55,Westchester,Urban,Unknown,0,251,0,0,5,0,0,44,0,0,49,0,0,300,0,0,2889,0,0,574,0,0,3463,0,0,3763,0
2013,52,Warren,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,0,2,0,0,2,0
2012,8,Chenango,Rural,Unknown,0,5,0,0,0,0,0,1,0,0,1,0,0,6,0,0,34,0,0,10,0,0,44,0,0,50,0
2010,44,Schuyler,Rural,Unknown,0,499,0,0,1,0,0,5,0,0,6,0,0,505,0,0,327,0,0,0,0,0,327,0,0,832,0
2011,50,Tompkins,Urban,Unknown,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,0,9,0
2010,10,Columbia,Rural,Unknown,1,503,1.988,0,7,0,0,23,0,0,30,0,1,533,1.876,0,336,0,0,0,0,0,336,0,1,869,1.151
2012,31,Onondaga,Urban,Unknown,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,3962,0,0,358,0,0,4320,0,0,4322,0
2015,46,Steuben,Rural,Unknown,0,10,0,0,5,0,0,7,0,0,12,0,0,22,0,0,11,0,0,151,0,0,162,0,0,184,0
2010,22,Jefferson,Urban,Unknown,4,17162,0.233,1,293,3.413,0,511,0,1,804,1.244,5,17966,0.278,0,4508,0,0,1,0,0,4509,0,5,22475,0.222
2011,58,Bronx,Urban,Unknown,0,326,0,0,16,0,0,82,0,0,98,0,0,424,0,0,8305,0,0,150,0,0,8455,0,0,8879,0
2015,56,Wyoming,Rural,Unknown,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0
2015,13,Dutchess,Urban,Unknown,0,7,0,0,2,0,0,1,0,0,3,0,0,10,0,0,46,0,0,6,0,0,52,0,0,62,0
2013,57,Yates,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,39,0,0,4,0,0,43,0,0,43,0
2013,30,Oneida,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,484,0,0,50,0,0,534,0,0,534,0
2013,16,Franklin,Rural,Unknown,0,0,0,0,6,0,0,1,0,0,7,0,0,7,0,0,8,0,0,18,0,0,26,0,0,33,0
2013,,Statewide Total,State,Unknown,1,13765,0.073,13,2211,5.88,8,2182,3.666,21,4393,4.78,22,18158,1.212,0,47691,0,0,8022,0,0,55713,0,22,73871,0.298
2015,14,Erie,Urban,Unknown,0,16,0,0,2,0,0,1,0,0,3,0,0,19,0,0,108,0,0,176,0,0,284,0,0,303,0
2013,6,Chautauqua,Rural,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,1,0,0,20,0,0,22,0
2012,15,Essex,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,0,0,1,0,0,3,0,0,3,0
2014,28,Nassau,Urban,Unknown,1,116,8.621,0,194,0,0,182,0,0,376,0,1,492,2.033,0,1238,0,0,47,0,0,1285,0,1,1777,0.563
2013,61,Queens,Urban,Unknown,0,812,0,0,281,0,0,250,0,0,531,0,0,1343,0,0,1061,0,0,328,0,0,1389,0,0,2732,0
2011,8,Chenango,Rural,Unknown,0,89,0,0,2,0,0,6,0,0,8,0,0,97,0,0,3,0,0,51,0,0,54,0,0,151,0
2014,54,Wayne,Urban,Unknown,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,74,0,0,0,0,0,74,0,0,78,0
2014,9,Clinton,Rural,Unknown,1,748,1.337,1,256,3.906,0,53,0,1,309,3.236,2,1057,1.892,0,352,0,0,1159,0,0,1511,0,2,2568,0.779
2011,37,Putnam,Urban,Unknown,0,27,0,0,5,0,0,5,0,0,10,0,0,37,0,0,106,0,0,28,0,0,134,0,0,171,0
2012,29,Niagara,Urban,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1492,0,0,19,0,0,1511,0,0,1512,0
2014,47,Suffolk,Urban,Unknown,0,115,0,0,310,0,1,215,4.651,1,525,1.905,1,640,1.563,0,559,0,0,336,0,0,895,0,1,1535,0.651
2012,41,Saratoga,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,0,2,0,0,2,0
2011,7,Chemung,Urban,Unknown,0,5,0,0,1,0,0,0,0,0,1,0,0,6,0,0,38,0,0,0,0,0,38,0,0,44,0
2012,,Statewide Total,State,Unknown,5,14737,0.339,8,1563,5.118,2,1537,1.301,10,3100,3.226,15,17837,0.841,0,47296,0,0,6244,0,0,53540,0,15,71377,0.21
2012,60,New York (Manhattan),Urban,Unknown,0,745,0,0,111,0,0,191,0,0,302,0,0,1047,0,0,1025,0,0,459,0,0,1484,0,0,2531,0
2010,8,Chenango,Rural,Unknown,0,600,0,0,50,0,0,50,0,0,100,0,0,700,0,0,336,0,0,0,0,0,336,0,0,1036,0
2015,47,Suffolk,Urban,Unknown,0,91,0,0,63,0,2,56,35.714,2,119,16.807,2,210,9.524,0,424,0,0,291,0,0,715,0,2,925,2.162
2010,17,Fulton,Rural,Unknown,0,675,0,0,16,0,0,152,0,0,168,0,0,843,0,0,447,0,0,0,0,0,447,0,0,1290,0
2010,28,Nassau,Urban,Unknown,21,27549,0.762,14,7548,1.855,2,2823,0.708,16,10371,1.543,37,37920,0.976,0,19170,0,0,0,0,0,19170,0,37,57090,0.648
2012,6,Chautauqua,Rural,Unknown,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,26,0,0,5,0,0,31,0,0,47,0
2015,23,Lewis,Rural,Unknown,0,27,0,0,9,0,0,33,0,0,42,0,0,69,0,0,146,0,0,54,0,0,200,0,0,269,0
2014,15,Essex,Rural,Unknown,0,47,0,0,28,0,0,10,0,0,38,0,0,85,0,0,66,0,0,116,0,0,182,0,0,267,0
2012,43,Schoharie,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,0,2,0,0,2,0
2012,11,Cortland,Rural,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101,0,0,14,0,0,115,0,0,116,0
2013,50,Tompkins,Urban,Unknown,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,67,0,0,12,0,0,79,0,0,81,0
2012,61,Queens,Urban,Unknown,0,882,0,1,259,3.861,0,187,0,1,446,2.242,1,1328,0.753,0,2927,0,0,301,0,0,3228,0,1,4556,0.219
2011,4,Cattaraugus,Rural,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,42,0,0,3,0,0,45,0,0,47,0
2015,24,Livingston,Urban,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,0,0,8,0
2010,27,Montgomery,Rural,Unknown,0,529,0,0,2,0,0,17,0,0,19,0,0,548,0,0,395,0,0,0,0,0,395,0,0,943,0
2014,48,Sullivan,Rural,Unknown,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,240,0,0,246,0,0,251,0
2015,18,Genesee,Rural,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,4,0,0,9,0,0,11,0
2011,35,Oswego,Urban,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,4,0,0,6,0
2011,,Statewide Total,State,Unknown,20,31063,0.644,11,2297,4.789,1,1764,0.567,12,4061,2.955,32,35124,0.911,0,68306,0,0,8565,0,0,76871,0,32,111995,0.286
2015,3,Broome,Urban,Unknown,0,6,0,0,4,0,0,5,0,0,9,0,0,15,0,0,4,0,0,10,0,0,14,0,0,29,0
2010,35,Oswego,Urban,Unknown,0,442,0,0,33,0,0,165,0,0,198,0,0,640,0,0,1248,0,0,7,0,0,1255,0,0,1895,0
2010,49,Tioga,Urban,Unknown,1,1150,0.87,0,117,0,0,108,0,0,225,0,1,1375,0.727,0,615,0,0,0,0,0,615,0,1,1990,0.503
2015,5,Cayuga,Rural,Unknown,0,5,0,0,8,0,0,1,0,0,9,0,0,14,0,0,5,0,0,1,0,0,6,0,0,20,0
2011,19,Greene,Rural,Unknown,0,5,0,0,0,0,1,2,500,1,2,500,1,7,142.857,0,2,0,0,0,0,0,2,0,1,9,111.111
2014,24,Livingston,Urban,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,0,35,0,0,36,0
2014,44,Schuyler,Rural,Unknown,0,5,0,0,1,0,0,1,0,0,2,0,0,7,0,0,7,0,0,45,0,0,52,0,0,59,0
2013,38,Rensselaer,Urban,Unknown,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,3,0
2011,88,Other than New York State,Urban,Unknown,0,302,0,0,60,0,0,111,0,0,171,0,0,473,0,0,1087,0,0,82,0,0,1169,0,0,1642,0
2013,62,Richmond (Staten Island),Urban,Unknown,0,45,0,0,6,0,0,29,0,0,35,0,0,80,0,0,45,0,0,42,0,0,87,0,0,167,0
2014,31,Onondaga,Urban,Unknown,0,32,0,0,2,0,0,11,0,0,13,0,0,45,0,0,709,0,0,10,0,0,719,0,0,764,0
2012,18,Genesee,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,288,0,0,4,0,0,292,0,0,292,0
2010,19,Greene,Rural,Unknown,0,451,0,0,0,0,0,7,0,0,7,0,0,458,0,0,380,0,0,0,0,0,380,0,0,838,0
2011,18,Genesee,Rural,Unknown,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,325,0,0,3,0,0,328,0,0,332,0
2013,32,Ontario,Urban,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,511,0,0,0,0,0,511,0,0,513,0
2015,44,Schuyler,Rural,Unknown,0,5,0,0,1,0,0,2,0,0,3,0,0,8,0,0,6,0,0,54,0,0,60,0,0,68,0
2015,12,Delaware,Rural,Unknown,0,203,0,0,1,0,0,0,0,0,1,0,0,204,0,0,3,0,0,704,0,0,707,0,0,911,0
2015,19,Greene,Rural,Unknown,0,5,0,0,1,0,0,1,0,0,2,0,0,7,0,0,0,0,0,1,0,0,1,0,0,8,0
2013,37,Putnam,Urban,Unknown,0,8,0,0,0,0,0,3,0,0,3,0,0,11,0,0,115,0,0,9,0,0,124,0,0,135,0
2011,48,Sullivan,Rural,Unknown,0,46,0,0,2,0,0,7,0,0,9,0,0,55,0,0,235,0,0,379,0,0,614,0,0,669,0
2014,23,Lewis,Rural,Unknown,0,36,0,0,4,0,0,41,0,0,45,0,0,81,0,0,96,0,0,45,0,0,141,0,0,222,0
2014,13,Dutchess,Urban,Unknown,0,11,0,0,1,0,0,9,0,0,10,0,0,21,0,0,29,0,0,9,0,0,38,0,0,59,0
2010,11,Cortland,Rural,Unknown,2,255,7.843,0,24,0,0,44,0,0,68,0,2,323,6.192,0,873,0,0,0,0,0,873,0,2,1196,1.672
2014,17,Fulton,Rural,Unknown,0,8,0,0,1,0,0,1,0,0,2,0,0,10,0,0,8,0,0,3,0,0,11,0,0,21,0
2011,24,Livingston,Urban,Unknown,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,680,0,0,1,0,0,681,0,0,686,0
2013,39,Rockland,Urban,Unknown,0,8,0,0,0,0,0,4,0,0,4,0,0,12,0,0,15,0,0,7,0,0,22,0,0,34,0
2013,56,Wyoming,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,63,0,0,0,0,0,63,0,0,63,0
2010,31,Onondaga,Urban,Unknown,4,7818,0.512,3,1424,2.107,0,1330,0,3,2754,1.089,7,10572,0.662,0,4546,0,0,14,0,0,4560,0,7,15132,0.463
2010,6,Chautauqua,Rural,Unknown,0,2119,0,0,25,0,0,18,0,0,43,0,0,2162,0,0,636,0,0,0,0,0,636,0,0,2798,0
2014,53,Washington,Urban,Unknown,0,3,0,0,1,0,0,1,0,0,2,0,0,5,0,0,2,0,0,1,0,0,3,0,0,8,0
2013,22,Jefferson,Urban,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,273,0,0,15,0,0,288,0,0,289,0
2014,62,Richmond (Staten Island),Urban,Unknown,0,61,0,0,3,0,0,26,0,0,29,0,0,90,0,0,75,0,0,38,0,0,113,0,0,203,0
2015,57,Yates,Urban,Unknown,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,8,0,0,8,0,0,10,0
2012,45,Seneca,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,35,0,0,2,0,0,37,0,0,37,0
2011,31,Onondaga,Urban,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,3,0,0,23,0,0,26,0
2010,14,Erie,Urban,Unknown,0,6339,0,1,105,9.524,0,21,0,1,126,7.937,1,6465,0.155,0,19773,0,0,0,0,0,19773,0,1,26238,0.038
2013,45,Seneca,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,41,0,0,15,0,0,56,0,0,56,0
2014,16,Franklin,Rural,Unknown,0,18,0,0,36,0,0,23,0,0,59,0,0,77,0,0,35,0,0,110,0,0,145,0,0,222,0
2015,58,Bronx,Urban,Unknown,0,286,0,0,8,0,0,71,0,0,79,0,0,365,0,0,298,0,0,167,0,0,465,0,0,830,0
2012,14,Erie,Urban,Unknown,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7169,0,0,98,0,0,7267,0,0,7268,0
2012,57,Yates,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,60,0,0,0,0,0,60,0,0,60,0
2010,3,Broome,Urban,Unknown,3,8277,0.362,2,1360,1.471,0,1001,0,2,2361,0.847,5,10638,0.47,0,3115,0,0,0,0,0,3115,0,5,13753,0.364
2015,60,New York (Manhattan),Urban,Unknown,0,466,0,0,94,0,1,233,4.292,1,327,3.058,1,793,1.261,0,1317,0,0,434,0,0,1751,0,1,2544,0.393
2011,5,Cayuga,Rural,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,0,14,0,0,15,0
2015,39,Rockland,Urban,Unknown,0,7,0,0,1,0,0,3,0,0,4,0,0,11,0,0,17,0,0,15,0,0,32,0,0,43,0
2014,60,New York (Manhattan),Urban,Unknown,0,928,0,0,119,0,0,191,0,0,310,0,0,1238,0,0,1320,0,0,733,0,0,2053,0,0,3291,0
2012,5,Cayuga,Rural,Unknown,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,453,0,0,43,0,0,496,0,0,498,0
2011,32,Ontario,Urban,Unknown,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,719,0,0,1,0,0,720,0,0,727,0
2010,7,Chemung,Urban,Unknown,3,10724,0.28,0,48,0,0,12,0,0,60,0,3,10784,0.278,0,1811,0,0,0,0,0,1811,0,3,12595,0.238
2014,57,Yates,Urban,Unknown,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8,0,0,7,0,0,15,0,0,16,0
2014,40,St. Lawrence,Rural,Unknown,0,4,0,0,9,0,0,15,0,0,24,0,0,28,0,0,16,0,0,15,0,0,31,0,0,59,0
2013,18,Genesee,Rural,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,303,0,0,3,0,0,306,0,0,307,0
2010,46,Steuben,Rural,Unknown,4,8918,0.449,0,389,0,0,178,0,0,567,0,4,9485,0.422,0,2676,0,0,0,0,0,2676,0,4,12161,0.329
2015,28,Nassau,Urban,Unknown,0,97,0,0,15,0,0,19,0,0,34,0,0,131,0,0,121,0,0,69,0,0,190,0,0,321,0
2014,29,Niagara,Urban,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,170,0,0,19,0,0,189,0,0,192,0
2013,54,Wayne,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,846,0,0,6,0,0,852,0,0,852,0
2014,35,Oswego,Urban,Unknown,0,19,0,0,3,0,0,7,0,0,10,0,0,29,0,0,275,0,0,10,0,0,285,0,0,314,0
2013,42,Schenectady,Urban,Unknown,0,2,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,4,0
2010,61,Queens,Urban,Unknown,14,95498,0.147,17,14050,1.21,0,9196,0,17,23246,0.731,31,118744,0.261,0,25683,0,0,0,0,0,25683,0,31,144427,0.215
2010,5,Cayuga,Rural,Unknown,1,3325,0.301,5,873,5.727,0,604,0,5,1477,3.385,6,4802,1.249,0,1223,0,0,0,0,0,1223,0,6,6025,0.996
2012,23,Lewis,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,51,0,0,1,0,0,52,0,0,52,0
2013,46,Steuben,Rural,Unknown,0,9,0,0,2,0,0,1,0,0,3,0,0,12,0,0,93,0,0,121,0,0,214,0,0,226,0
2013,11,Cortland,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,154,0,0,19,0,0,173,0,0,173,0
2013,15,Essex,Rural,Unknown,0,6,0,0,1,0,0,0,0,0,1,0,0,7,0,0,4,0,0,11,0,0,15,0,0,22,0
2015,35,Oswego,Urban,Unknown,0,15,0,0,14,0,0,6,0,0,20,0,0,35,0,0,26,0,0,9,0,0,35,0,0,70,0
2012,26,Monroe,Urban,Unknown,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14242,0,0,12,0,0,14254,0,0,14259,0
2014,7,Chemung,Urban,Unknown,0,198,0,0,35,0,0,13,0,0,48,0,0,246,0,0,30,0,0,793,0,0,823,0,0,1069,0
2013,51,Ulster,Urban,Unknown,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,33,0,0,0,0,0,33,0,0,37,0
2014,33,Orange,Urban,Unknown,0,29,0,0,2,0,0,7,0,0,9,0,0,38,0,0,72,0,0,6,0,0,78,0,0,116,0
2010,33,Orange,Urban,Unknown,8,22269,0.359,4,532,7.519,0,625,0,4,1157,3.457,12,23426,0.512,0,6702,0,0,0,0,0,6702,0,12,30128,0.398
2014,37,Putnam,Urban,Unknown,0,13,0,0,1,0,0,3,0,0,4,0,0,17,0,0,17,0,0,6,0,0,23,0,0,40,0
2013,60,New York (Manhattan),Urban,Unknown,0,855,0,0,124,0,0,188,0,0,312,0,0,1167,0,0,1241,0,0,726,0,0,1967,0,0,3134,0
2013,58,Bronx,Urban,Unknown,0,486,0,0,43,0,0,76,0,0,119,0,0,605,0,0,764,0,0,164,0,0,928,0,0,1533,0
2012,2,Allegany,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,18,0,0,0,0,0,18,0,0,18,0
2011,9,Clinton,Rural,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,0,2,0,0,2,0
2014,52,Warren,Urban,Unknown,0,4,0,0,1,0,0,1,0,0,2,0,0,6,0,0,4,0,0,0,0,0,4,0,0,10,0
2010,58,Bronx,Urban,Unknown,10,37861,0.264,13,7204,1.805,14,10368,1.35,27,17572,1.537,37,55433,0.667,0,26135,0,0,0,0,0,26135,0,37,81568,0.454
2015,21,Herkimer,Urban,Unknown,2,1111,1.8,1,351,2.849,0,166,0,1,517,1.934,3,1628,1.843,0,521,0,0,523,0,0,1044,0,3,2672,1.123
2015,52,Warren,Urban,Unknown,0,14,0,0,1,0,0,0,0,0,1,0,0,15,0,0,18,0,0,11,0,0,29,0,0,44,0
2013,41,Saratoga,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,0,0,0,0,0,4,0,0,4,0
2013,9,Clinton,Rural,Unknown,0,56,0,0,32,0,0,8,0,0,40,0,0,96,0,0,26,0,0,62,0,0,88,0,0,184,0
2013,10,Columbia,Rural,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,3,0
2010,40,St. Lawrence,Rural,Unknown,0,9381,0,2,140,14.286,0,99,0,2,239,8.368,2,9620,0.208,0,2454,0,0,0,0,0,2454,0,2,12074,0.166
2010,20,Hamilton,Rural,Unknown,0,119,0,0,2,0,0,1,0,0,3,0,0,122,0,0,135,0,0,0,0,0,135,0,0,257,0
2013,26,Monroe,Urban,Unknown,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10230,0,0,16,0,0,10246,0,0,10249,0
2013,49,Tioga,Urban,Unknown,0,1,0,0,0,0,0,2,0,0,2,0,0,3,0,0,12,0,0,16,0,0,28,0,0,31,0
2011,22,Jefferson,Urban,Unknown,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,10,0,0,0,0,0,10,0,0,11,0
2012,32,Ontario,Urban,Unknown,0,0,,0,0,,0,0,,0,0,,0,0,,0,657,0,0,2,0,0,659,0,0,659,0
