Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,NY,New York,Suffolk,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.2,,,11.5,14.9,1526344,36103,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-72.6922183 40.943554)
2021,NY,New York,Genesee,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.1,,,7.3,8.9,57853,36037,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-78.1927784 43.0009096)
2021,NY,New York,Madison,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,20,,,17.1,23.1,67658,36053,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-75.6635749 42.9100255)
2020,NY,New York,Chemung,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.8,,,70.3,79,83045,36015,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-76.7524712 42.1486972)
2021,NY,New York,Lewis,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.3,,,6.4,8.4,26573,36049,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-75.4441402 43.7826811)
2021,NY,New York,Tompkins,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,4.9,6.3,105162,36109,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-76.4734835 42.4530063)
2020,NY,New York,Schenectady,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.2,,,31.8,34.6,158089,36093,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-74.0435592 42.8175516)
2021,NY,New York,St. Lawrence,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7,,,5.3,9.2,108051,36089,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-75.074311 44.4881125)
2021,NY,New York,Bronx,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,20.4,,,18.2,22.6,1424948,36005,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-73.852939 40.8487111)
2021,NY,New York,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.7,,,30.4,39.1,60956,36115,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.4394282 43.3123766)
2021,NY,New York,Tioga,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,26.6,,,23.9,29.6,47980,36107,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-76.2974556 42.1780565)
2021,NY,New York,Herkimer,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,35.4,,,31.9,38.8,59937,36043,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.8410968 43.571009)
2021,NY,New York,Suffolk,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,75.3,,,72.5,77.9,1526344,36103,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.6922183 40.943554)
2020,NY,New York,Monroe,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,10.7,,,6.7,15.2,755160,36055,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-77.7005177 43.2503466)
2021,NY,New York,Tioga,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,12.5,,,10.4,14.7,47980,36107,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-76.2974556 42.1780565)
2021,NY,New York,Schuyler,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,17752,36097,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-76.938603 42.4197755)
2021,NY,New York,Schuyler,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.9,,,27.8,34.2,17752,36097,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-76.938603 42.4197755)
2020,NY,New York,Essex,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,74.3,,,70.9,77.3,37268,36031,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-73.7784307 44.1096005)
2020,NY,New York,Bronx,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,27.1,,,23.5,31.2,1424948,36005,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.852939 40.8487111)
2021,NY,New York,Cortland,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.4,,,3.7,5.2,46311,36023,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-76.0762398 42.594039)
2021,NY,New York,Greene,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,2.9,4,48499,36039,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.1420253 42.2798211)
2021,NY,New York,Broome,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7,197240,36007,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-75.8302833 42.1619773)
2021,NY,New York,Kings,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.8,3.5,2641052,36047,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-73.9506398 40.6350451)
2020,NY,New York,Warren,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76,,,71.7,79.8,65618,36113,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-73.8381388 43.5551053)
2021,NY,New York,Dutchess,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.3,,,2.8,3.8,297112,36027,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-73.7400411 41.7547699)
2021,NY,New York,Herkimer,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.6,,,11.4,16.2,59937,36043,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.8410968 43.571009)
2021,NY,New York,Oneida,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.5,,,14.3,18.7,230274,36065,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-75.4342824 43.2427273)
2020,NY,New York,Schuyler,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,41.1,,,32.6,49.3,17752,36097,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-76.938603 42.4197755)
2021,NY,New York,Allegany,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16,,,13.8,18.2,46106,36003,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-78.0261531 42.2478532)
2021,NY,New York,Madison,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.3,,,14.3,18.6,67658,36053,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-75.6635749 42.9100255)
2021,NY,New York,Chemung,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,27.4,,,24.2,30.6,83045,36015,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-76.7524712 42.1486972)
2021,NY,New York,Cattaraugus,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.5,,,33.3,39.8,76426,36009,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-78.662332 42.2390986)
2021,NY,New York,Kings,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.7,,,5.2,6.2,2641052,36047,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-73.9506398 40.6350451)
2021,NY,New York,Tioga,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.9,,,10.2,13.8,47980,36107,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-76.2974556 42.1780565)
2021,NY,New York,Kings,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,28,,,25.2,31,2641052,36047,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-73.9506398 40.6350451)
2020,NY,New York,Warren,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,45.3,,,37.3,53.2,65618,36113,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-73.8381388 43.5551053)
2020,NY,New York,Niagara,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.8,,,71.9,79.5,211653,36063,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-78.8129431 43.2726719)
2021,NY,New York,Wayne,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.6,,,3.9,5.4,90923,36117,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-77.0494024 43.2181139)
2020,NY,New York,Orleans,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,60.2,,,56.8,63.7,40191,36073,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-78.2070281 43.3399059)
2021,NY,New York,Richmond,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.2,,,72.6,79.5,493494,36085,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-74.1398995 40.5612628)
2020,NY,New York,Wayne,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,46.6,,,37,55.9,90923,36117,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-77.0494024 43.2181139)
2021,NY,New York,Greene,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29.4,,,26.1,32.9,48499,36039,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.1420253 42.2798211)
2021,NY,New York,Dutchess,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11,,,9.5,12.6,297112,36027,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-73.7400411 41.7547699)
2020,NY,New York,Richmond,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.6,,,84,87.2,493494,36085,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-74.1398995 40.5612628)
2021,NY,New York,Madison,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.6,,,31.7,37.7,67658,36053,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-75.6635749 42.9100255)
2020,NY,New York,Allegany,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,72.5,,,69.3,75.6,46106,36003,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-78.0261531 42.2478532)
2020,NY,New York,Queens,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,30.4,,,26.9,34.4,2331143,36081,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.8412089 40.6546581)
2020,NY,New York,Greene,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,38.8,,,31,47.3,48499,36039,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-74.1420253 42.2798211)
2020,NY,New York,Erie,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,34.1,36.9,950683,36029,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-78.7781922 42.752759)
2020,NY,New York,Wayne,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.8,,,33.1,36.5,90923,36117,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-77.0494024 43.2181139)
2020,NY,New York,Essex,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,66.5,,,62.7,70.4,37268,36031,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-73.7784307 44.1096005)
2021,NY,New York,Monroe,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.1,,,13.4,16.9,755160,36055,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-77.7005177 43.2503466)
2021,NY,New York,Ontario,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,25.1,,,21.7,28.7,112508,36069,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-77.3034967 42.8563575)
2021,NY,New York,Albany,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.5,4.7,313743,36001,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-73.9740095 42.5882401)
2021,NY,New York,Essex,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.8,,,10,13.8,37268,36031,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-73.7784307 44.1096005)
2020,NY,New York,Cortland,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,74.4,,,71.3,77.5,46311,36023,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-76.0762398 42.594039)
2021,NY,New York,Wayne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,32.4,40,90923,36117,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.0494024 43.2181139)
2021,NY,New York,Onondaga,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.1,,,76.7,81.4,473236,36067,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-76.1961336 43.0065163)
2020,NY,New York,Oneida,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,74.1,,,71,77,230274,36065,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-75.4342824 43.2427273)
2020,NY,New York,Dutchess,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.2,,,5.7,13.2,297112,36027,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-73.7400411 41.7547699)
2021,NY,New York,Yates,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.5,,,6,9.1,24613,36123,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-77.1043238 42.638237)
2020,NY,New York,Niagara,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.2,,,73.3,78.9,211653,36063,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-78.8129431 43.2726719)
2021,NY,New York,Suffolk,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32.6,,,30,35,1526344,36103,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-72.6922183 40.943554)
2021,NY,New York,Erie,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7,950683,36029,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-78.7781922 42.752759)
2021,NY,New York,Delaware,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.7,,,84.4,88.8,44378,36025,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-74.9667281 42.1939865)
2021,NY,New York,St. Lawrence,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.6,108051,36089,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-75.074311 44.4881125)
2021,NY,New York,Clinton,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.4,,,12.9,18.2,79596,36019,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-73.7056429 44.752712)
2020,NY,New York,Montgomery,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.9,,,34.4,37.4,49558,36057,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-74.4353575 42.9008912)
2020,NY,New York,Tompkins,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,64.9,,,61.7,68.3,105162,36109,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-76.4734835 42.4530063)
2021,NY,New York,Rockland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,26.6,,,22.4,30.8,339227,36087,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.0246616 41.1546276)
2021,NY,New York,Kings,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13.9,,,11.6,16.3,2641052,36047,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-73.9506398 40.6350451)
2021,NY,New York,Putnam,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.1,,,19.9,26.8,97936,36079,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-73.7438608 41.4279067)
2020,NY,New York,Albany,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,74.1,,,71.4,76.7,313743,36001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-73.9740095 42.5882401)
2021,NY,New York,New York,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,12.7,,,11,14.8,1576876,36061,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-73.9701871 40.7766419)
2020,NY,New York,Seneca,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74,,,68.9,78.2,33688,36099,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-76.827088 42.7822943)
2021,NY,New York,Otsego,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,73.5,,,69.6,77.2,58123,36077,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-75.028841 42.6297762)
2021,NY,New York,Oswego,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,33,,,30,36,117387,36075,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-76.2092618 43.4614431)
2021,NY,New York,Herkimer,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.8,,,14.4,19.1,59937,36043,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-74.8410968 43.571009)
2021,NY,New York,Wyoming,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.7,,,3.9,5.5,40491,36121,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-78.2285667 42.7013627)
2021,NY,New York,Niagara,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.5,,,15.8,21.3,211653,36063,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-78.8129431 43.2726719)
2021,NY,New York,Orange,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6,,,5.3,6.7,404525,36071,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.3062522 41.4024096)
2021,NY,New York,Dutchess,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.3,5.6,297112,36027,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-73.7400411 41.7547699)
2021,NY,New York,Ontario,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.2,,,2.8,3.5,112508,36069,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-77.3034967 42.8563575)
2021,NY,New York,Cortland,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.8,,,9.3,12.5,46311,36023,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-76.0762398 42.594039)
